"","Basin","Year","Transect","Interval","Lat_M","Lon_M","NperHa"
"97","EB",2008,"58646",97,42.34925868,-79.85811467,1515.9735610596
"98","EB",2008,"58646",98,42.34221295,-79.85585987,1146.17146355363
"99","EB",2008,"58646",99,42.33523479,-79.85361715,1055.39285094735
"100","EB",2008,"58646",100,42.3282299,-79.85141993,550.012028832135
"101","EB",2008,"58646",101,42.32125608,-79.84911402,135.769187932274
"102","EB",2008,"58646",102,42.31427624,-79.84686194,423.471567946359
"103","EB",2008,"58646",103,42.30733422,-79.84451726,305.625362827959
"104","EB",2008,"58646",104,42.30035416,-79.84219271,768.103731508318
"105","EB",2008,"58757",105,42.36086232,-79.65664855,7618.7503790766
"106","EB",2008,"58757",106,42.36778364,-79.65926121,11252.5024894659
"107","EB",2008,"58757",107,42.37467321,-79.66185218,8922.25003858605
"108","EB",2008,"58757",108,42.38157489,-79.66445548,9850.00339392293
"109","EB",2008,"58757",109,42.38853242,-79.66698303,8642.95254619422
"110","EB",2008,"58757",110,42.39547917,-79.66943646,6065.88126803509
"111","EB",2008,"58757",111,42.40242659,-79.67176998,5585.07887527375
"112","EB",2008,"58757",112,42.40943936,-79.67385757,5625.46716455013
"113","EB",2008,"58757",113,42.41647185,-79.67576284,7524.99658357172
"114","EB",2008,"58757",114,42.42354805,-79.67765368,13528.4428666175
"115","EB",2008,"58757",115,42.43052276,-79.67965,12945.5793767692
"116","EB",2008,"58757",116,42.43751667,-79.6817,10340.0621972542
"117","EB",2008,"58571",117,42.52272113,-80.06429593,4484.31555680293
"118","EB",2008,"58571",118,42.51679861,-80.06224132,4901.36743732902
"119","EB",2008,"58571",119,42.50979768,-80.05982442,2832.36827202658
"120","EB",2008,"58571",120,42.50288333,-80.05763333,3612.12316394076
"121","EB",2008,"58571",121,42.49582245,-80.05542415,6017.84803492432
"122","EB",2008,"58571",122,42.48885257,-80.05327394,14388.9504308756
"123","EB",2008,"58571",123,42.48193394,-80.05089465,6967.84036857388
"124","EB",2008,"58571",124,42.47495302,-80.04847323,10077.6287427061
"125","EB",2008,"58571",125,42.46802453,-80.04612191,10771.7974363836
"126","EB",2008,"58571",126,42.46107283,-80.04368539,6610.65582288166
"127","EB",2008,"58571",127,42.45415286,-80.04113984,8077.71093827775
"128","EB",2008,"58571",128,42.44723866,-80.03850178,30794.9344786338
"129","EB",2008,"58571",129,42.44025455,-80.03628447,33741.9463506541
"130","EB",2008,"58571",130,42.43326693,-80.03405564,79568.1417238864
"131","EB",2008,"58571",131,42.42627732,-80.03181466,57160.0968173754
"132","EB",2008,"58571",132,42.41933037,-80.02962679,47079.1023404643
"133","EB",2008,"58571",133,42.41232923,-80.02747641,30686.4518861908
"134","EB",2008,"58571",134,42.40533284,-80.02537206,38207.8153295835
"135","EB",2008,"58571",135,42.39831841,-80.02325058,24497.348278071
"136","EB",2008,"58571",136,42.3913084,-80.02121391,29325.5469328046
"137","EB",2008,"58571",137,42.38428232,-80.01917189,57092.8638659194
"138","EB",2008,"58571",138,42.37726667,-80.01716667,73455.0013013382
"139","EB",2008,"58571",139,42.37030941,-80.01469758,73694.0951200448
"140","EB",2008,"58571",140,42.36341972,-80.0121591,55798.7843531808
"141","EB",2008,"58662",141,42.40344143,-79.85781452,5001.28869491942
"142","EB",2008,"58662",142,42.40894409,-79.85958136,11345.495087701
"143","EB",2008,"58662",143,42.4159541,-79.8617847,21443.3421058991
"144","EB",2008,"58662",144,42.42295807,-79.86397702,21032.246765888
"145","EB",2008,"58662",145,42.42996492,-79.86616053,11835.0505338345
"146","EB",2008,"58662",146,42.43698188,-79.86822729,8942.12901681192
"147","EB",2008,"58662",147,42.44399508,-79.8702321,10706.5221196006
"148","EB",2008,"58662",148,42.45101049,-79.87229012,7131.46290272426
"149","EB",2008,"58662",149,42.4580466,-79.87429915,7688.79356976889
"150","EB",2008,"58662",150,42.46505344,-79.87639003,6067.76682886894
"151","EB",2008,"58662",151,42.47203776,-79.87855703,5378.1146280198
"152","EB",2008,"58662",152,42.47905855,-79.88068618,5538.71792131423
"153","EB",2008,"58662",153,42.48608333,-79.8828,4636.36071340211
"154","EB",2008,"58662",154,42.49308333,-79.88491667,3386.08216564995
"155","EB",2008,"58662",155,42.50009349,-79.88700338,3327.74988596721
"156","EB",2008,"58662",156,42.50711667,-79.8891,2831.64456732092
"157","EB",2008,"58662",157,42.51413716,-79.89116239,3458.07977415682
"158","EB",2008,"58662",158,42.52111015,-79.89327005,4372.51717117913
"159","EB",2008,"58662",159,42.52812774,-79.89540369,4874.45891294595
"160","EB",2008,"58662",160,42.53508993,-79.89771331,5951.04811875327
"161","EB",2008,"58662",161,42.54207789,-79.89998707,7145.38225551548
"162","EB",2008,"58662",162,42.54906326,-79.90228775,8248.75834079057
"163","EB",2008,"58662",163,42.5560301,-79.90463781,13379.6258443434
"164","EB",2008,"58662",164,42.56296291,-79.90712097,17536.9330869728
"165","EB",2008,"58662",165,42.56988592,-79.90972629,18447.0694710543
"166","EB",2008,"58662",166,42.57680165,-79.91230458,12724.2996130588
"167","EB",2008,"58662",167,42.58245277,-79.91439236,10447.7185712823
"168","EB",2008,"58578",168,42.67914662,-80.10809332,717.860948167263
"169","EB",2008,"58578",169,42.67220624,-80.10556319,2502.68396642138
"170","EB",2008,"58578",170,42.66527162,-80.10312387,3386.66396862759
"171","EB",2008,"58578",171,42.65831352,-80.10067673,12377.281844894
"172","EB",2008,"58578",172,42.65135541,-80.09831291,15801.3450784411
"173","EB",2008,"58578",173,42.64440397,-80.09589021,22744.0089278102
"174","EB",2008,"58578",174,42.63743036,-80.09347679,28597.7363366872
"175","EB",2008,"58578",175,42.63047044,-80.09101022,36029.2383077083
"176","EB",2008,"58578",176,42.62349667,-80.08864083,34981.6161599254
"177","EB",2008,"58578",177,42.61654115,-80.08636862,7525.05325825053
"178","EB",2008,"58800",178,42.78041453,-79.71922151,333.251734704748
"179","EB",2008,"58800",179,42.7734584,-79.71691391,608.196957128093
"180","EB",2008,"58800",180,42.76648333,-79.71461667,763.884172687335
"181","EB",2008,"58800",181,42.75948952,-79.71252984,969.720701962463
"182","EB",2008,"58800",182,42.75249476,-79.71038714,2081.8843880049
"183","EB",2008,"58800",183,42.74549502,-79.7082539,3173.48788657938
"184","EB",2008,"58800",184,42.73850591,-79.70609283,4242.12841285106
"185","EB",2008,"58800",185,42.7314666,-79.70398748,4479.92646038432
"186","EB",2008,"58800",186,42.72448333,-79.70181667,6354.98140194578
"187","EB",2008,"58800",187,42.71752562,-79.69940299,5790.59502479988
"188","EB",2008,"58800",188,42.71056667,-79.69695,7903.53931642117
"189","EB",2008,"58800",189,42.7036162,-79.69461651,8443.37908556292
"190","EB",2008,"58800",190,42.69668228,-79.69214965,8690.59686290891
"191","EB",2008,"58800",191,42.68975791,-79.68960264,5459.82021089471
"192","EB",2008,"58800",192,42.68282871,-79.68704468,6760.54755582308
"193","EB",2008,"58800",193,42.67592037,-79.68454012,65823.6444116023
"194","EB",2008,"58800",194,42.668989,-79.68195189,46152.2768658817
"195","EB",2008,"58800",195,42.66208988,-79.67940164,29151.4905836397
"196","EB",2008,"58800",196,42.65509643,-79.67696577,17919.8627475508
"197","EB",2008,"58800",197,42.6481373,-79.67478466,6375.20305942929
"198","EB",2008,"58840",198,42.42034073,-79.52275247,413.650826310329
"199","EB",2008,"58840",199,42.42729104,-79.5251359,1665.5048904787
"200","EB",2008,"58840",200,42.43423297,-79.52758309,4743.68091755632
"201","EB",2008,"58840",201,42.44120327,-79.52999554,2607.30998384438
"202","EB",2008,"58840",202,42.44813695,-79.53241232,1998.91681515451
"203","EB",2008,"58840",203,42.45509321,-79.53480329,2200.07206966637
"204","EB",2008,"58840",204,42.46206021,-79.53717007,5397.78929528522
"205","EB",2008,"58840",205,42.46904409,-79.53952025,8886.51417241776
"206","EB",2008,"58840",206,42.47604459,-79.54182042,16368.6502181543
"207","EB",2008,"58840",207,42.48305,-79.54408333,4736.8020905213
"208","EB",2008,"58840",208,42.49002304,-79.54636324,6686.26001013142
"209","EB",2008,"58840",209,42.49699311,-79.54864215,7222.2595828945
"210","EB",2008,"58840",210,42.50392986,-79.55102106,6710.26856470485
"211","EB",2008,"58840",211,42.51090803,-79.55338333,19651.6890664587
"212","EB",2008,"58840",212,42.51788712,-79.55574261,23952.2765365979
"213","EB",2008,"58840",213,42.52482838,-79.55815946,13397.9421110395
"214","EB",2008,"58840",214,42.53179561,-79.56055965,12175.5934607387
"215","EB",2008,"58840",215,42.53875993,-79.56296442,9543.60195821221
"216","EB",2008,"58840",216,42.54569353,-79.56538118,7181.93263013841
"217","EB",2008,"58840",217,42.5526373,-79.56781766,3784.99718442206
"218","EB",2008,"58840",218,42.55958374,-79.57027236,2069.61240497329
"219","EB",2008,"58840",219,42.56655381,-79.57271794,2742.08829785198
"220","EB",2008,"58840",220,42.57352584,-79.57511063,3503.29661358067
"221","EB",2008,"58840",221,42.58047105,-79.57746813,3739.22425125996
"222","EB",2008,"58840",222,42.58755031,-79.57947788,3343.0992441132
"223","EB",2008,"58840",223,42.59405839,-79.58200419,4092.58407154282
"224","EB",2008,"58840",224,42.60109596,-79.58379482,3419.58069119297
"225","EB",2008,"58840",225,42.60809883,-79.58591628,4596.72488916545
"226","EB",2008,"58840",226,42.61510521,-79.58811459,6995.09216546721
"227","EB",2008,"58840",227,42.62211631,-79.59026655,7466.62741073527
"228","EB",2008,"58840",228,42.6290891,-79.59242414,28037.9572814567
"229","EB",2008,"58840",229,42.63607021,-79.59474563,18426.307148974
"230","EB",2008,"58840",230,42.64301667,-79.59713333,26973.6684394419
"231","EB",2008,"58840",231,42.64998771,-79.59952924,22217.8734625953
"232","EB",2008,"58840",232,42.65696667,-79.6019,17662.9576831791
"233","EB",2008,"58840",233,42.6639084,-79.60432502,13785.3004327767
"234","EB",2008,"58840",234,42.67078333,-79.60705,14385.1143286648
"235","EB",2008,"58840",235,42.67774272,-79.60955868,18080.2028748053
"236","EB",2008,"58840",236,42.68469026,-79.61198009,15553.862543601
"237","EB",2008,"58840",237,42.69164631,-79.61442099,8632.44509226362
"238","EB",2008,"58840",238,42.69860324,-79.61680995,6987.56343977847
"239","EB",2008,"58840",239,42.70556266,-79.61919177,5740.20068922963
"240","EB",2008,"58840",240,42.71253333,-79.62155,3326.46240993929
"241","EB",2008,"58840",241,42.71952442,-79.62391072,2801.77553237475
"242","EB",2008,"58840",242,42.72648068,-79.62627134,2726.65326535896
"243","EB",2008,"58840",243,42.73343262,-79.62866667,3566.01497683619
"244","EB",2008,"58840",244,42.74036937,-79.6311509,5310.51345191627
"245","EB",2008,"58840",245,42.74727101,-79.63375108,3900.51774072446
"246","EB",2008,"58840",246,42.75423713,-79.63616793,1525.55972850302
"247","EB",2008,"58840",247,42.7612179,-79.63842263,851.890584450215
"248","EB",2008,"58840",248,42.76819881,-79.64072738,1014.05268210205
"249","EB",2008,"58840",249,42.77516881,-79.64317294,1131.04633432355
"250","EB",2008,"58840",250,42.78212918,-79.64558229,229.251173820624
"251","EB",2008,"58958",251,42.71954252,-79.40256973,3303.36599336239
"252","EB",2008,"58958",252,42.71258089,-79.40023252,3531.99230791704
"253","EB",2008,"58958",253,42.70558587,-79.39795085,4228.37773011189
"254","EB",2008,"58958",254,42.6986459,-79.39555419,6956.38743045042
"255","EB",2008,"58958",255,42.69166667,-79.39326667,6178.19259941508
"256","EB",2008,"58958",256,42.68459049,-79.39087461,4705.81927898746
"257","EB",2008,"58958",257,42.6777,-79.38863333,2887.57904163074
"258","EB",2008,"58958",258,42.67071566,-79.38627891,3869.52162212996
"259","EB",2008,"58958",259,42.66373646,-79.38396215,5244.22777838308
"260","EB",2008,"58958",260,42.65673571,-79.3817619,5715.78028019785
"261","EB",2008,"58958",261,42.64974923,-79.37949974,8891.27832306861
"262","EB",2008,"58958",262,42.64277107,-79.37714036,5820.86385688676
"263","EB",2008,"58958",263,42.63582035,-79.37475678,4954.40623637805
"264","EB",2008,"58958",264,42.62885619,-79.37237079,4733.0460282565
"265","EB",2008,"58958",265,42.62188617,-79.37007317,4834.78937470338
"266","EB",2008,"58958",266,42.61491914,-79.36772305,7935.52071955202
"267","EB",2008,"58958",267,42.60771873,-79.36505142,15953.4894967872
"268","EB",2008,"58958",268,42.60119785,-79.36259373,16872.97225145
"269","EB",2008,"58958",269,42.59427812,-79.36004826,16303.2274153279
"270","EB",2008,"58958",270,42.5873135,-79.35766006,16260.757423801
"271","EB",2008,"58958",271,42.58032701,-79.35529789,17890.5753663553
"272","EB",2008,"58958",272,42.57339316,-79.35293105,11832.5105922245
"273","EB",2008,"58958",273,42.5663984,-79.35057169,12889.6027361319
"274","EB",2008,"58958",274,42.55944229,-79.34819743,8488.23867949542
"275","EB",2008,"58958",275,42.55252796,-79.34570198,6427.05399754888
"276","EB",2008,"58958",276,42.54559123,-79.34308041,2695.62077295991
"277","EB",2008,"58958",277,42.53867979,-79.34057104,3401.13900777771
"278","EB",2008,"58998",278,42.75536902,-79.3390619,2099.22492460346
"279","EB",2008,"58998",279,42.74840479,-79.33669604,16155.99353003
"280","EB",2008,"58998",280,42.74143057,-79.33435463,14152.1532692583
"281","EB",2008,"58998",281,42.73444969,-79.33210545,15290.9558924742
"282","EB",2008,"58998",282,42.72747981,-79.32981549,9613.06406350028
"283","EB",2008,"58998",283,42.72049926,-79.32758284,3946.76568169255
"284","EB",2008,"58998",284,42.71353967,-79.32516533,2956.94284240692
"285","EB",2008,"58998",285,42.70659697,-79.32266667,2681.6013888454
"286","EB",2008,"58998",286,42.69964979,-79.32023326,1691.20285675906
"287","EB",2008,"58998",287,42.69267464,-79.31784155,1790.09886408902
"288","EB",2008,"58998",288,42.6856934,-79.31552558,1408.7694164204
"289","EB",2008,"58998",289,42.67870826,-79.31317498,1210.42906517658
"290","EB",2008,"58998",290,42.67173333,-79.31083333,812.016460529624
"291","EB",2008,"58998",291,42.6648,-79.30833333,1850.18767114794
"292","EB",2008,"58998",292,42.65783333,-79.30601667,2113.5726886358
"293","EB",2008,"58998",293,42.65086034,-79.30377567,1482.81530165816
"294","EB",2008,"58998",294,42.64388333,-79.30141667,1100.90420692592
"295","EB",2008,"58998",295,42.63689787,-79.2991078,944.019477275322
"296","EB",2008,"58998",296,42.6299219,-79.29679063,2502.34470005107
"297","EB",2008,"58998",297,42.62295,-79.29456667,2021.67130890659
"298","EB",2008,"58998",298,42.61595814,-79.29232494,5328.91432397631
"299","EB",2008,"58998",299,42.6090138,-79.28984095,8572.46495975324
"300","EB",2008,"58998",300,42.60211967,-79.28714645,2781.53949323515
"301","EB",2008,"58998",301,42.59517594,-79.28468087,2501.85847811522
"302","EB",2008,"58998",302,42.58822263,-79.28234643,2941.78793698908
"303","EB",2008,"58998",303,42.58126118,-79.27992039,2062.0410740777
"304","EB",2008,"58998",304,42.57432035,-79.27746234,159.678750180663
"305","EB",2008,"59068",305,42.66679992,-79.17536248,117.234569542243
"306","EB",2008,"59068",306,42.67375601,-79.17768534,363.392183020917
"307","EB",2008,"59068",307,42.68072726,-79.18005265,388.085826834286
"308","EB",2008,"59068",308,42.68770244,-79.18237859,926.669327756989
"309","EB",2008,"59068",309,42.6946766,-79.18466998,625.140416320393
"310","EB",2008,"59068",310,42.70163249,-79.18702062,975.294571929067
"311","EB",2008,"59068",311,42.70863882,-79.18941294,1344.33851943572
"312","EB",2008,"59068",312,42.71559299,-79.19166989,875.191483137223
"313","EB",2008,"59068",313,42.72259949,-79.19399427,1210.69007906141
"314","EB",2008,"59068",314,42.72958602,-79.19628333,1784.93932263317
"315","EB",2008,"59068",315,42.73655868,-79.19852511,1435.09168354815
"316","EB",2008,"59068",316,42.74354362,-79.20075674,414.803217534744
"317","EB",2008,"59068",317,42.75056242,-79.20302081,282.889041370467
"318","EB",2008,"59068",318,42.75749724,-79.20550348,180.915838572209
"319","EB",2008,"59068",319,42.76439247,-79.20806416,224.719442401288
"320","EB",2008,"59068",320,42.77129714,-79.21046476,230.554236412936
"321","EB",2008,"59068",321,42.77826436,-79.2129659,513.410933257334
"322","EB",2008,"59068",322,42.78523487,-79.21544547,651.619832658559
"323","EB",2008,"59068",323,42.79215322,-79.2180383,1212.39304643599
"324","EB",2008,"59068",324,42.79905498,-79.22054611,2162.56897761156
"325","EB",2008,"59068",325,42.8059957,-79.22298333,1579.22896323522
"326","EB",2009,"58479",1,42.51643893,-80.22811853,4740.56374103942
"327","EB",2009,"58479",2,42.51025217,-80.22597295,10490.3365400005
"328","EB",2009,"58479",3,42.50327792,-80.22358198,11378.060937819
"329","EB",2009,"58479",4,42.49629537,-80.22128179,6338.47261886248
"330","EB",2009,"58479",5,42.48934785,-80.21913333,2901.03251109
"331","EB",2009,"58479",6,42.48231691,-80.2170723,1251.45177807843
"332","EB",2009,"58479",7,42.47527732,-80.21511466,2052.16872398348
"333","EB",2009,"58479",8,42.46825229,-80.21320076,3115.17738350236
"334","EB",2009,"58479",9,42.46124601,-80.21114311,2478.19712372395
"335","EB",2009,"58479",10,42.45423175,-80.20905503,4576.2488470858
"336","EB",2009,"58479",11,42.44722567,-80.20703078,5583.30319537329
"337","EB",2009,"58479",12,42.44019174,-80.20501391,11067.8339205765
"338","EB",2009,"58479",13,42.43315,-80.20306667,12052.5947025816
"339","EB",2009,"58479",14,42.42613333,-80.20113333,7538.92768941991
"340","EB",2009,"58479",15,42.41911859,-80.19915881,9183.69843021489
"341","EB",2009,"58479",16,42.4120663,-80.19715407,11028.7097064688
"342","EB",2009,"58479",17,42.4051,-80.1952,10196.4041288658
"343","EB",2009,"58479",18,42.39804991,-80.19319164,12776.4861421997
"344","EB",2009,"58479",19,42.39102753,-80.19107029,13506.3767079393
"345","EB",2009,"58479",20,42.38406667,-80.18886667,12249.879969631
"346","EB",2009,"58479",21,42.3771,-80.1866,11253.8609900002
"347","EB",2009,"58479",22,42.37013333,-80.18416667,12987.0424785921
"348","EB",2009,"58479",23,42.36323939,-80.18164091,18639.7767917729
"349","EB",2009,"58479",24,42.35632973,-80.17909077,19180.2365102915
"350","EB",2009,"58479",25,42.34942883,-80.17642387,13829.5075403837
"351","EB",2009,"58479",26,42.34252146,-80.17374049,9876.00547947903
"352","EB",2009,"58479",27,42.33561509,-80.17108281,17311.4972521043
"353","EB",2009,"58479",28,42.32874538,-80.16844468,23574.9073538185
"354","EB",2009,"58479",29,42.32182282,-80.1658541,44282.6835689296
"355","EB",2009,"58479",30,42.31515256,-80.16249615,32661.4706367654
"356","EB",2009,"58479",31,42.30843553,-80.15930629,17132.2647563646
"357","EB",2009,"58479",32,42.3015519,-80.15678952,7094.70516876856
"358","EB",2009,"58479",33,42.29453755,-80.15455141,7023.22513575069
"359","EB",2009,"58479",34,42.28758117,-80.15237706,17586.5700909328
"360","EB",2009,"58479",35,42.28061123,-80.15021485,14839.6057186303
"361","EB",2009,"58479",36,42.27360284,-80.14761761,14990.56362039
"362","EB",2009,"58479",37,42.26678277,-80.14500537,14928.3307593947
"363","EB",2009,"58479",38,42.25987934,-80.1424029,12697.1925533377
"364","EB",2009,"58479",39,42.25295119,-80.1397504,15174.2835624385
"365","EB",2009,"58479",40,42.24614206,-80.1370447,9291.90122462887
"366","EB",2009,"58479",41,42.23924151,-80.13424717,8462.45758786348
"367","EB",2009,"58479",42,42.23238007,-80.13154227,1900.61729653003
"368","EB",2009,"58510",43,42.22320697,-80.06987674,845.820247100384
"369","EB",2009,"58510",44,42.23014725,-80.07214353,1411.68423566054
"370","EB",2009,"58510",45,42.23717828,-80.07416498,5219.29847333055
"371","EB",2009,"58510",46,42.24418172,-80.07621057,5907.58020899837
"372","EB",2009,"58510",47,42.25120151,-80.07830606,8237.54668918163
"373","EB",2009,"58510",48,42.25820214,-80.08036667,15245.8557937591
"374","EB",2009,"58510",49,42.26520544,-80.08240181,21496.6023257129
"375","EB",2009,"58510",50,42.27223337,-80.08447779,13977.157368464
"376","EB",2009,"58510",51,42.27923966,-80.08653544,15524.442034449
"377","EB",2009,"58510",52,42.28627063,-80.08845688,13892.8950564982
"378","EB",2009,"58510",53,42.29333178,-80.09034961,14980.4696432809
"379","EB",2009,"58510",54,42.30037461,-80.09211931,11522.5577144666
"380","EB",2009,"58510",55,42.30741813,-80.09391667,14610.7113016934
"381","EB",2009,"58510",56,42.31446361,-80.0957,15579.6617936907
"382","EB",2009,"58510",57,42.32151787,-80.09742818,26458.1144550738
"383","EB",2009,"58510",58,42.32856954,-80.09932874,46995.506508994
"384","EB",2009,"58510",59,42.33558728,-80.10124576,32985.654027703
"385","EB",2009,"58510",60,42.34262314,-80.10327438,16729.1410635285
"386","EB",2009,"58510",61,42.34960988,-80.10536996,15381.4461671268
"387","EB",2009,"58510",62,42.35661667,-80.10753333,19322.856930533
"388","EB",2009,"58510",63,42.3636,-80.10971667,16467.52228221
"389","EB",2009,"58510",64,42.37059311,-80.11192548,12435.3712062914
