Year,Transect,Interval,EDSU,Longitude,Latitude,Date,Time,Density,Biomass
2005,2,69,69,-82.89461336,41.72080082,20050729,0.023582407,2557,4.76
2005,2,70,70,-82.89470771,41.72303278,20050729,0.022610069,4476,8.33
2005,2,71,71,-82.89477667,41.72526682,20050729,0.021641551,5344,9.94
2005,2,72,72,-82.89473899,41.7275234,20050729,0.020672222,7879,14.66
2005,2,73,73,-82.89474104,41.72977353,20050729,0.019704861,6777,12.61
2005,2,74,74,-82.89477167,41.73201,20050729,0.018735185,3176,5.91
2005,2,75,75,-82.8949579,41.73426004,20050729,0.01776794,3318,6.17
2005,2,76,76,-82.89513773,41.73649411,20050729,0.016806366,4750,8.84
2005,2,77,77,-82.895345,41.73871833,20050729,0.015843634,6787,12.62
2005,2,78,78,-82.89530667,41.74097115,20050729,0.014884838,11780,21.91
2005,2,79,79,-82.8954105,41.74317637,20050729,0.013917245,12785,23.78
2005,2,80,80,-82.89547593,41.74544685,20050729,0.012954861,13483,25.08
2005,2,81,81,-82.89552097,41.7476519,20050729,0.011987847,9596,17.85
2005,2,82,82,-82.89617394,41.74986096,20050729,0.011020486,8838,16.44
2005,2,83,83,-82.89614,41.75209333,20050729,0.01005787,9968,18.54
2005,2,84,84,-82.89617526,41.75432531,20050729,0.00909375,10238,19.04
2005,2,85,85,-82.89604803,41.75656744,20050729,0.008128125,6291,11.7
2005,2,86,86,-82.89592724,41.75879967,20050729,0.00715544,4572,8.5
2005,2,87,87,-82.89591,41.76106302,20050729,0.006183449,5630,10.47
2005,2,88,88,-82.89589667,41.76331014,20050729,0.00521412,6834,12.71
2005,2,89,89,-82.89579176,41.76556091,20050729,0.004248611,6819,12.68
2005,2,90,90,-82.89576207,41.76779329,20050729,0.003293519,4705,8.75
2005,2,91,91,-82.89590663,41.77003939,20050729,0.002337384,4586,8.53
2005,2,92,92,-82.895925,41.772295,20050729,0.001378819,4070,7.57
2005,2,93,93,-82.8959092,41.77455346,20050728,0.000417477,4151,7.72
2005,2,94,94,-82.89596086,41.77679655,20050728,0.999467708,4961,9.23
2005,2,95,95,-82.89597412,41.77903429,20050728,0.9985125,6508,12.11
2005,2,96,96,-82.89604049,41.78128797,20050728,0.997550116,9300,17.3
2005,2,97,97,-82.89608475,41.78354004,20050728,0.996580671,6526,12.14
2005,2,98,98,-82.89609339,41.78578176,20050728,0.995610532,8153,15.17
2005,2,99,99,-82.89608858,41.78803211,20050728,0.994645602,6638,12.35
2005,2,100,100,-82.89613468,41.79028167,20050728,0.993681829,8259,15.36
2005,2,101,101,-82.89613923,41.79253215,20050728,0.992705787,5967,11.1
2005,2,102,102,-82.89622167,41.79477793,20050728,0.991734028,7810,14.53
2005,2,103,103,-82.89626345,41.79702027,20050728,0.990773032,7681,14.29
2005,2,104,104,-82.89643114,41.7992894,20050728,0.989813426,7624,14.18
2005,2,105,105,-82.89647167,41.80150817,20050728,0.988853241,5839,10.86
2005,2,106,106,-82.896765,41.80374636,20050728,0.987886574,7061,13.13
2005,2,107,107,-82.896955,41.80594833,20050728,0.986907986,7379,13.73
2005,2,108,108,-82.8969365,41.80821667,20050728,0.985916667,4936,9.18
2005,2,109,109,-82.89709301,41.81046287,20050728,0.984947454,4422,8.23
2005,2,110,110,-82.89721,41.81271341,20050728,0.983989699,3113,5.79
2005,2,111,111,-82.89727983,41.81495167,20050728,0.983020602,2790,5.19
2005,2,112,112,-82.89744317,41.81718,20050728,0.982047106,3596,6.69
2005,2,113,113,-82.89756618,41.81943766,20050728,0.981080903,2225,4.14
2005,2,114,114,-82.89760157,41.8216937,20050728,0.980107407,2449,4.56
2005,2,115,115,-82.89766035,41.82392614,20050728,0.979126389,4286,7.97
2005,2,116,116,-82.89768667,41.82616667,20050728,0.978137963,2820,5.25
2005,2,117,117,-82.89765995,41.82842838,20050728,0.977152778,2820,5.25
2005,2,118,118,-82.89762764,41.83067846,20050728,0.976181481,2918,5.43
2005,2,119,119,-82.89768167,41.83290358,20050728,0.975210301,3512,6.53
2005,2,120,120,-82.89768225,41.83515666,20050728,0.974232292,3785,7.04
2005,2,121,121,-82.89782,41.83741317,20050728,0.973254398,3868,7.19
2005,2,122,122,-82.89787699,41.83964502,20050728,0.972276968,3616,6.73
2005,2,123,123,-82.89784725,41.84189952,20050728,0.971300347,4558,8.48
2005,2,124,124,-82.89771333,41.84414,20050728,0.970334375,3913,7.28
2005,2,125,125,-82.89789083,41.84638584,20050728,0.969369676,3376,6.28
2005,2,126,126,-82.89785101,41.84864553,20050728,0.968400694,4547,8.46
2005,2,127,127,-82.89779167,41.85089263,20050728,0.96743206,4144,7.71
2005,2,128,128,-82.89784,41.853125,20050728,0.966469907,4120,7.66
2005,2,129,129,-82.89788638,41.85538092,20050728,0.965510069,4283,7.97
2005,2,130,130,-82.89803817,41.85762025,20050728,0.964534028,3802,7.07
2005,2,131,131,-82.89799333,41.85986167,20050728,0.963554282,5216,9.7
2005,2,132,132,-82.89795684,41.86212565,20050728,0.962563657,6136,11.41
2005,2,133,133,-82.8978862,41.86436059,20050728,0.961577546,6227,11.58
2005,2,134,134,-82.89796833,41.86660326,20050728,0.960607176,5782,10.76
2005,2,135,135,-82.89819329,41.86884418,20050728,0.959630787,6014,11.19
2005,2,136,136,-82.8982751,41.87106663,20050728,0.958644444,4655,8.66
2005,2,137,137,-82.89828,41.87331189,20050728,0.957663079,5606,10.43
2005,2,138,138,-82.89847818,41.87557471,20050728,0.956669792,5515,10.26
2005,2,139,139,-82.89864589,41.87781948,20050728,0.955676736,5106,9.5
2005,2,140,140,-82.8986315,41.88005667,20050728,0.954697222,6009,11.18
2005,2,141,141,-82.89858459,41.88230675,20050728,0.953711574,5775,10.74
2005,2,142,142,-82.89864249,41.8845363,20050728,0.952725463,3602,6.7
2005,2,143,143,-82.89843081,41.88676994,20050728,0.95173831,3680,6.84
2005,2,144,144,-82.89838862,41.88900419,20050728,0.950748958,4125,7.67
2005,2,145,145,-82.898505,41.8912565,20050728,0.949759259,3639,6.77
2005,2,146,146,-82.89853838,41.89349777,20050728,0.948771528,4125,7.67
2005,2,147,147,-82.89863344,41.89575681,20050728,0.947784491,13845,25.75
2005,2,148,148,-82.89871971,41.89799985,20050728,0.946805324,2907,5.41
2005,2,149,149,-82.89870342,41.90024895,20050728,0.945825463,3839,7.14
2005,2,150,150,-82.89872396,41.90249235,20050728,0.944842477,3793,7.06
2005,2,151,151,-82.89871396,41.90474672,20050728,0.94386331,4058,7.55
2005,2,152,152,-82.89870759,41.90699351,20050728,0.942891782,3497,6.51
2005,2,153,153,-82.8987105,41.90923659,20050728,0.941920602,3841,7.15
2005,2,154,154,-82.89869084,41.91148216,20050728,0.940950463,2164,4.03
2005,2,155,155,-82.89878627,41.91374994,20050728,0.939971181,1635,3.04
2005,2,156,156,-82.89874788,41.9159705,20050728,0.938963079,2843,5.29
2005,2,157,157,-82.8988165,41.91821833,20050728,0.937957292,2485,4.62
2005,2,158,158,-82.89883054,41.91968204,20050728,0.937288773,4007,7.45
2005,2,159,159,-82.89897924,41.92281012,20050728,0.932758796,3869,7.2
2005,2,160,160,-82.89896934,41.92494683,20050728,0.931811458,5933,11.04
2005,2,161,161,-82.89910542,41.92718592,20050728,0.930817361,5421,10.08
2005,2,162,162,-82.89909056,41.92943231,20050728,0.92982037,8756,16.29
2005,2,163,163,-82.899095,41.93167667,20050728,0.928831134,6884,12.81
2005,2,164,164,-82.89914667,41.93394167,20050728,0.927838194,7057,13.13
2005,2,165,165,-82.89935308,41.93617445,20050728,0.926831713,10704,19.91
2005,2,166,166,-82.89928333,41.93841333,20050728,0.92582581,10944,20.36
2005,2,167,167,-82.89924194,41.94065256,20050728,0.924835417,17214,32.02
2005,2,168,168,-82.89945817,41.94288333,20050728,0.923854977,19890,37
2005,2,169,169,-82.89944573,41.94513152,20050728,0.922874306,22653,42.14
2005,2,170,170,-82.89928874,41.94737321,20050728,0.921894444,11301,21.02
2005,2,171,171,-82.89911431,41.94959306,20050728,0.920925579,4897,9.11
2005,2,172,172,-82.89898167,41.95183,20050728,0.919966088,6315,11.75
2005,2,173,173,-82.89884163,41.95407983,20050728,0.919006829,11635,21.64
2005,2,174,174,-82.8986519,41.95633393,20050728,0.918036458,9630,17.91
2005,2,175,175,-82.89870982,41.95857256,20050728,0.917067014,4195,7.8
2005,2,176,176,-82.89858167,41.96081333,20050728,0.916102083,1485,2.76
2005,2,177,177,-82.89830833,41.96306,20050728,0.915132292,1719,3.2
2005,2,178,178,-82.89834833,41.96527817,20050728,0.91415706,900,1.67
2005,2,179,179,-82.89831478,41.96754038,20050728,0.913181481,1794,3.34
2005,2,180,180,-82.89821983,41.96977936,20050728,0.912201505,847,1.58
2005,2,181,181,-82.89822868,41.97202273,20050728,0.911236227,997,1.86
2005,2,182,182,-82.89828032,41.97428618,20050728,0.910273958,1150,2.14
2005,2,183,183,-82.89816833,41.976505,20050728,0.9093,300,0.56
2005,2,184,184,-82.89832263,41.978822,20050728,0.908287037,742,1.38
2006,1,1,1,-83.25881971,41.69321864,20060721,0.055474537,42145.15966,27.57979248
2006,1,2,2,-83.25507698,41.69705284,20060721,0.053287037,33751.64236,22.08707476
2006,1,3,3,-83.24881212,41.70465596,20060721,0.049143519,28199.57213,18.4538
2006,1,4,4,-83.24314778,41.71257689,20060721,0.045011574,17008.93121,11.13064459
2006,1,5,5,-83.23759516,41.72052801,20060721,0.04087963,26960.80874,17.64315324
2006,1,6,6,-83.2319002,41.72846583,20060721,0.036736111,9524.818638,6.233041317
2006,1,7,7,-83.22591994,41.73618195,20060721,0.032592593,5540.525362,3.625719797
2006,1,8,8,-83.21942525,41.74379887,20060721,0.028402778,2605.597809,1.705103206
2006,1,9,9,-83.21311333,41.751435,20060721,0.024201389,4506.494872,2.949050244
2006,1,10,10,-83.20741379,41.75933704,20060721,0.020011574,4255.455702,2.784770211
2006,1,11,11,-83.20183087,41.76730679,20060721,0.015856481,11086.09451,7.254740248
2006,1,12,12,-83.19629333,41.77530983,20060721,0.011701389,47717.38649,31.22625772
2006,1,13,13,-83.19016863,41.78303952,20060721,0.007523148,50673.1293,33.16049581
2006,1,14,14,-83.1842144,41.79085293,20060721,0.003321759,34729.28832,22.72684628
2006,1,15,15,-83.17792703,41.7985228,20060720,0.99912037,19385.53777,12.68589591
2006,1,16,16,-83.17162716,41.80622938,20060720,0.994918981,14057.92074,9.199503335
2006,1,17,17,-83.165045,41.81376483,20060720,0.990717593,9395.973191,6.148724857
2006,1,18,18,-83.15854133,41.821168,20060720,0.986539352,5997.997149,3.925089334
2006,1,19,19,-83.15143284,41.82851027,20060720,0.982337963,10467.89568,6.850190934
2006,1,20,20,-83.14489054,41.83604307,20060720,0.978194444,21768.31468,14.24518513
2006,1,21,21,-83.13821333,41.8434415,20060720,0.974050926,114159.0291,74.70566865
2006,1,22,22,-83.13160048,41.85102263,20060720,0.969826389,35241.10511,23.06177918
2006,1,23,23,-83.12537784,41.85875892,20060720,0.965648148,22107.05921,14.46685955
2006,1,24,24,-83.11917202,41.86644203,20060720,0.961469907,17617.46357,11.52886816
2006,1,25,25,-83.11207886,41.87371998,20060720,0.95724537,36114.78926,23.63351809
2006,1,26,26,-83.10540566,41.88113902,20060720,0.952974537,77508.15651,50.72133762
2006,1,27,27,-83.09896468,41.88878409,20060720,0.948703704,40299.58619,26.3720492
2006,1,28,28,-83.09207813,41.89618252,20060720,0.944444444,68706.84381,44.96175859
2006,1,29,29,-83.08555667,41.90371817,20060720,0.940185185,34723.97917,22.72337197
2006,1,30,30,-83.07893896,41.91127971,20060720,0.93587963,25141.90447,16.45286228
2006,1,31,31,-83.07189567,41.91843404,20060720,0.931574074,40419.62513,26.45060268
2006,1,32,32,-83.06577329,41.92607427,20060720,0.927256944,12939.14809,8.467378507
2006,1,33,33,-83.05946466,41.93359399,20060720,0.92287037,7836.65517,5.128307143
2006,1,34,34,-83.05335137,41.9412142,20060720,0.918506944,4315.661213,2.824168698
2006,1,35,35,-83.04787419,41.94918906,20060720,0.914143519,4385.35266,2.86977478
2006,1,36,36,-83.04130483,41.95664,20060720,0.909814815,5977.150043,3.911446988
2006,1,37,37,-83.03518027,41.96433972,20060720,0.905486111,3159.336468,2.067469785
2006,1,38,38,-83.02875317,41.97196667,20060720,0.901087963,4269.664957,2.794068748
2006,1,39,39,-83.02253399,41.97942581,20060720,0.896689815,4782.815915,3.129874735
2006,2,1,40,-82.89104167,41.571985,20060720,0.089016204,6427.069257,5.887838146
2006,2,2,41,-82.89139973,41.57837623,20060720,0.086134259,6095.168936,5.583784262
2006,2,3,42,-82.89144472,41.58740849,20060720,0.082060185,15332.96172,14.04652623
2006,2,4,43,-82.89136483,41.59641667,20060720,0.077997685,7198.432703,6.594484199
2006,2,5,44,-82.89196372,41.60532014,20060720,0.073842593,5139.903547,4.70866564
2006,2,6,45,-82.89206,41.6142815,20060720,0.0696875,3630.980439,3.32634118
2006,2,7,46,-82.89252167,41.6232832,20060720,0.065439815,4405.767432,4.036123545
2006,2,8,47,-82.89286076,41.63222538,20060720,0.061238426,5278.095541,4.835263325
2006,2,9,48,-82.89338005,41.64121488,20060720,0.056979167,9450.371233,8.657485087
2006,2,10,49,-82.89392922,41.65021029,20060720,0.052708333,12648.48042,11.58727291
2006,2,11,50,-82.89452085,41.65912265,20060720,0.04837963,11925.37338,10.92483455
2006,2,12,51,-82.89440983,41.66809167,20060720,0.043993056,7345.885034,6.729565279
2006,2,13,52,-82.89481723,41.67707863,20060720,0.039594907,22459.4776,20.57512743
2006,2,14,53,-82.8959385,41.68597252,20060720,0.035196759,50351.77718,46.12726307
2006,2,15,54,-82.89677507,41.69497508,20060720,0.030821759,39694.74118,36.3643524
2006,2,16,55,-82.89789224,41.70384433,20060720,0.026493056,8819.951453,8.079957526
2006,2,17,56,-82.89870649,41.7128274,20060720,0.022175926,12980.68603,11.89160647
2006,2,18,57,-82.89925402,41.72167966,20060720,0.017824074,23417.53617,21.45280488
2006,2,19,58,-82.89992141,41.73075495,20060720,0.013402778,24116.60248,22.09321953
2006,2,20,59,-82.89956833,41.73942167,20060720,0.009027778,12786.86008,11.71404252
2006,2,21,60,-82.89894808,41.7483531,20060720,0.004641204,8116.647044,7.435660357
2006,2,22,61,-82.89841833,41.75726515,20060719,0.000277778,18316.32071,16.7795814
2006,2,23,62,-82.89901167,41.76626667,20060719,0.99587963,14241.13399,13.04630285
2006,2,24,63,-82.89957282,41.77523042,20060719,0.991493056,11871.37796,10.87536935
2006,2,25,64,-82.89971667,41.784185,20060719,0.987083333,153427.5338,140.5549637
2006,2,26,65,-82.90000673,41.79318104,20060719,0.982650463,69137.16221,63.3365543
2006,2,27,66,-82.90015682,41.80217105,20060719,0.9784375,16566.44427,15.1765196
2006,2,28,67,-82.90031021,41.81115838,20060719,0.974340278,19849.6137,18.18423111
2006,2,29,68,-82.90055333,41.82013167,20060719,0.970231481,51907.52262,47.55248147
2006,2,30,69,-82.90092591,41.82908198,20060719,0.966122685,59403.77743,54.41980051
2006,2,31,70,-82.90150958,41.83790895,20060719,0.962060185,122925.059,112.6116465
2006,2,32,71,-82.901475,41.84687183,20060719,0.958020833,71428.75936,65.43588645
2006,2,33,72,-82.90226264,41.85577428,20060719,0.954027778,22125.65081,20.26930871
2006,2,34,73,-82.90304829,41.86471393,20060719,0.950023148,13555.39139,12.41809405
2006,2,35,74,-82.90301225,41.87360087,20060719,0.946030093,11151.64568,10.2160226
2006,2,36,75,-82.90494,41.882415,20060719,0.942013889,23592.5688,21.61315228
2006,2,37,76,-82.9062235,41.88913064,20060719,0.938912037,24973.24292,22.87798784
2006,2,38,77,-82.90578561,41.90055159,20060719,0.930636574,25217.74605,23.10197715
2006,2,39,78,-82.90583764,41.90909557,20060719,0.92681713,19346.71848,17.7235288
2006,2,40,79,-82.9060898,41.91800136,20060719,0.9228125,8896.317686,8.149916632
2006,2,41,80,-82.90720672,41.92688337,20060719,0.918842593,4737.016892,4.339581175
2006,2,42,81,-82.90794902,41.93581729,20060719,0.914872685,4323.945845,3.961166788
2006,2,43,82,-82.90878967,41.94483101,20060719,0.910868056,5131.363581,4.700842177
2006,2,44,83,-82.90942805,41.95376014,20060719,0.906898148,2788.783649,2.554804701
2006,2,45,84,-82.90958794,41.96257998,20060719,0.902939815,5835.31103,5.345728435
2006,3,1,85,-82.58864667,41.42865667,20060718,0.920046296,1731.895704,7.317778919
2006,3,2,86,-82.58684,41.43746833,20060718,0.924189815,1801.764746,7.612996579
2006,3,3,87,-82.58573608,41.44654768,20060718,0.928194444,626.062142,2.645300369
2006,3,4,88,-82.58407333,41.45528,20060718,0.932268519,485.5981183,2.051797729
2006,3,5,89,-82.582615,41.46381667,20060718,0.93625,682.466432,2.883625415
2006,3,6,90,-82.5826217,41.47278642,20060718,0.9503125,531.8271538,2.247129273
2006,3,7,91,-82.58120344,41.48079996,20060718,0.953877315,941.2062722,3.976878862
2006,3,8,92,-82.58113369,41.48969649,20060718,0.957789352,1178.350876,4.978885955
2006,3,9,93,-82.57949268,41.49859285,20060718,0.961678241,806.0081006,3.405626027
2006,3,10,94,-82.57948494,41.50742401,20060718,0.965555556,582.1008402,2.45955068
2006,3,11,95,-82.57991754,41.51626782,20060718,0.96943287,743.9432604,3.143383458
2006,3,12,96,-82.57861817,41.52521136,20060718,0.973275463,1355.888089,5.729033941
2006,3,13,97,-82.57748051,41.53394802,20060718,0.97712963,1010.702166,4.270519861
2006,3,14,98,-82.57670021,41.5427008,20060718,0.980983796,1429.339787,6.039389402
2006,3,15,99,-82.57480333,41.55154333,20060718,0.984861111,1724.982893,7.28857022
2006,3,16,100,-82.5736291,41.56052782,20060718,0.988726852,1479.695828,6.252158784
2006,3,17,101,-82.57247713,41.56946521,20060718,0.992604167,1502.808598,6.349817168
2006,3,18,102,-82.57157898,41.57842969,20060718,0.996481481,1779.891207,7.520574317
2006,3,19,103,-82.5704376,41.58736399,20060718,0.00037037,1683.448698,7.113075785
2006,3,20,104,-82.56951667,41.59632167,20060719,0.004270833,1108.661988,4.684429499
2006,3,21,105,-82.56843963,41.60528726,20060719,0.008217593,1380.464059,5.832874789
2006,3,22,106,-82.56765188,41.61425859,20060719,0.012280093,2611.164527,11.03295347
2006,3,23,107,-82.56649768,41.6231936,20060719,0.016435185,2476.385266,10.46347067
2006,3,24,108,-82.56554667,41.63208167,20060719,0.020659722,3745.61271,15.82633738
2006,3,25,109,-82.56480319,41.641038,20060719,0.024976852,3203.806154,13.53704214
2006,3,26,110,-82.56411396,41.64968603,20060719,0.029259259,2241.731645,9.471988719
2007,1,1,1,-83.25471981,41.69933613,20070725,0.886805556,5103.281805,4.793077755
2007,1,2,2,-83.24841733,41.70701187,20070725,0.892118056,9426.647537,8.853646799
2007,1,3,3,-83.24203642,41.71463961,20070725,0.897395833,19389.10955,18.21053848
2007,1,4,4,-83.23580783,41.72233308,20070725,0.902650463,30974.03046,29.09126755
2007,1,5,5,-83.22930825,41.72986242,20070725,0.907928241,22196.12691,20.8469307
2007,1,6,6,-83.2228386,41.73733789,20070725,0.91318287,47698.70081,44.79932533
2007,1,7,7,-83.216691,41.74506733,20070725,0.91837963,16294.27614,15.30382517
2007,1,8,8,-83.21047651,41.75275178,20070725,0.923564815,39781.53688,37.36340785
2007,1,9,9,-83.20429954,41.76039046,20070725,0.928726852,17619.13603,16.54815316
2007,1,10,10,-83.19813353,41.76796804,20070725,0.933865741,24478.7039,22.99076077
2007,1,11,11,-83.19189389,41.77568241,20070725,0.939016204,27627.12403,25.94780353
2007,1,12,12,-83.185515,41.78325833,20070725,0.944247685,17916.4525,16.8273972
2007,1,13,13,-83.1792342,41.790901,20070725,0.949525463,5997.33235,5.632783251
2007,1,14,14,-83.172905,41.79853167,20070725,0.954814815,6150.337718,5.776488156
2007,1,15,15,-83.16668263,41.80619367,20070725,0.960115741,7350.237154,6.903451454
2007,1,16,16,-83.1602755,41.81376425,20070725,0.965462963,10341.98207,9.713342534
2007,1,17,17,-83.15392874,41.82142017,20070725,0.970810185,8789.572174,8.255296195
2007,1,18,18,-83.14780708,41.82914,20070725,0.976122685,13322.3449,12.51254338
2007,1,19,19,-83.14161242,41.83683635,20070725,0.981388889,30627.96689,28.76623953
2007,1,20,20,-83.13553632,41.84463674,20070725,0.986585648,24042.76009,22.5813159
2007,1,21,21,-83.12931844,41.85224563,20070725,0.991828704,19453.66084,18.271166
2007,1,22,22,-83.12304426,41.85992096,20070725,0.997164352,57707.13213,54.19939206
2007,1,23,23,-83.11678444,41.867545,20070725,0.002523148,29360.85502,27.57614932
2007,1,24,24,-83.11340787,41.87152166,20070726,0.005324074,11126.67654,10.45033918
2007,2,1,25,-82.891169,41.573649,20070726,0.167685185,19625.77411,34.49622315
2007,2,2,26,-82.891355,41.58095111,20070726,0.163530093,17364.94013,30.52235527
2007,2,3,27,-82.89185275,41.58988167,20070726,0.15837963,18534.56379,32.57820278
2007,2,4,28,-82.8923163,41.59890685,20070726,0.153217593,18139.37093,31.88357228
2007,2,5,29,-82.89288259,41.60784278,20070726,0.148055556,20925.52989,36.78080389
2007,2,6,30,-82.89346167,41.61683667,20070726,0.142928241,46239.07304,81.27441868
2007,2,7,31,-82.89367333,41.62590556,20070726,0.137800926,58100.64917,102.123511
2007,2,8,32,-82.89404667,41.63478449,20070726,0.132777778,63243.90587,111.1638133
2007,2,9,33,-82.89454459,41.643771,20070726,0.127905093,64503.86048,113.3784356
2007,2,10,34,-82.89495042,41.65276779,20070726,0.123043981,68527.73618,120.4512019
2007,2,11,35,-82.89527,41.66171333,20070726,0.118159722,106642.9342,187.4462855
2007,2,12,36,-82.89582083,41.6707325,20070726,0.113263889,124063.4812,218.0663808
2007,2,13,37,-82.89627333,41.67969834,20070726,0.108402778,179023.6005,314.6697827
2007,2,14,38,-82.89655958,41.68864083,20070726,0.103576389,91933.52031,161.5915487
2007,2,15,39,-82.89705667,41.69762033,20070726,0.098819444,62759.62642,110.3125954
2007,2,16,40,-82.89753028,41.70656796,20070726,0.094097222,63973.55428,112.4463164
2007,2,17,41,-82.89800246,41.71553044,20070726,0.089340278,60808.27409,106.8827034
2007,2,18,42,-82.89838,41.72451333,20070726,0.084594907,85012.79285,149.426986
2007,2,19,43,-82.89884983,41.73349122,20070726,0.079861111,117984.2315,207.3808837
2007,2,20,44,-82.89934833,41.74250486,20070726,0.075162037,133868.2141,235.3001598
