,Basin,Year,Transect,Interval,Lat_M,Lon_M,NperHa
50,WB,2006,2,11,41.65912265,-82.89452085,11925.37338
51,WB,2006,2,12,41.66809167,-82.89440983,7345.885034
52,WB,2006,2,13,41.67707863,-82.89481723,22459.4776
53,WB,2006,2,14,41.68597252,-82.8959385,50351.77718
54,WB,2006,2,15,41.69497508,-82.89677507,39694.74118
55,WB,2006,2,16,41.70384433,-82.89789224,8819.951453
56,WB,2006,2,17,41.7128274,-82.89870649,12980.68603
57,WB,2006,2,18,41.72167966,-82.89925402,23417.53617
58,WB,2006,2,19,41.73075495,-82.89992141,24116.60248
59,WB,2006,2,20,41.73942167,-82.89956833,12786.86008
60,WB,2006,2,21,41.7483531,-82.89894808,8116.647044
61,WB,2006,2,22,41.75726515,-82.89841833,18316.32071
62,WB,2006,2,23,41.76626667,-82.89901167,14241.13399
63,WB,2006,2,24,41.77523042,-82.89957282,11871.37796
64,WB,2006,2,25,41.784185,-82.89971667,153427.5338
65,WB,2006,2,26,41.79318104,-82.90000673,69137.16221
66,WB,2006,2,27,41.80217105,-82.90015682,16566.44427
67,WB,2006,2,28,41.81115838,-82.90031021,19849.6137
68,WB,2006,2,29,41.82013167,-82.90055333,51907.52262
69,WB,2006,2,30,41.82908198,-82.90092591,59403.77743
70,WB,2006,2,31,41.83790895,-82.90150958,122925.059
71,WB,2006,2,32,41.84687183,-82.901475,71428.75936
72,WB,2006,2,33,41.85577428,-82.90226264,22125.65081
73,WB,2006,2,34,41.86471393,-82.90304829,13555.39139
74,WB,2006,2,35,41.87360087,-82.90301225,11151.64568
75,WB,2006,2,36,41.882415,-82.90494,23592.5688
76,WB,2006,2,37,41.88913064,-82.9062235,24973.24292
77,WB,2006,2,38,41.90055159,-82.90578561,25217.74605
78,WB,2006,2,39,41.90909557,-82.90583764,19346.71848
79,WB,2006,2,40,41.91800136,-82.9060898,8896.317686
80,WB,2006,2,41,41.92688337,-82.90720672,4737.016892
81,WB,2006,2,42,41.93581729,-82.90794902,4323.945845
82,WB,2006,2,43,41.94483101,-82.90878967,5131.363581
83,WB,2006,2,44,41.95376014,-82.90942805,2788.783649
84,WB,2006,2,45,41.96257998,-82.90958794,5835.31103
85,WB,2006,3,1,41.42865667,-82.58864667,1731.895704
86,WB,2006,3,2,41.43746833,-82.58684,1801.764746
87,WB,2006,3,3,41.44654768,-82.58573608,626.062142
88,WB,2006,3,4,41.45528,-82.58407333,485.5981183
89,WB,2006,3,5,41.46381667,-82.582615,682.466432
90,WB,2006,3,6,41.47278642,-82.5826217,531.8271538
91,WB,2006,3,7,41.48079996,-82.58120344,941.2062722
92,WB,2006,3,8,41.48969649,-82.58113369,1178.350876
93,WB,2006,3,9,41.49859285,-82.57949268,806.0081006
94,WB,2006,3,10,41.50742401,-82.57948494,582.1008402
95,WB,2006,3,11,41.51626782,-82.57991754,743.9432604
96,WB,2006,3,12,41.52521136,-82.57861817,1355.888089
97,WB,2006,3,13,41.53394802,-82.57748051,1010.702166
98,WB,2006,3,14,41.5427008,-82.57670021,1429.339787
99,WB,2006,3,15,41.55154333,-82.57480333,1724.982893
100,WB,2006,3,16,41.56052782,-82.5736291,1479.695828
101,WB,2006,3,17,41.56946521,-82.57247713,1502.808598
102,WB,2006,3,18,41.57842969,-82.57157898,1779.891207
103,WB,2006,3,19,41.58736399,-82.5704376,1683.448698
104,WB,2006,3,20,41.59632167,-82.56951667,1108.661988
105,WB,2006,3,21,41.60528726,-82.56843963,1380.464059
106,WB,2006,3,22,41.61425859,-82.56765188,2611.164527
107,WB,2006,3,23,41.6231936,-82.56649768,2476.385266
108,WB,2006,3,24,41.63208167,-82.56554667,3745.61271
109,WB,2006,3,25,41.641038,-82.56480319,3203.806154
110,WB,2006,3,26,41.64968603,-82.56411396,2241.731645
111,WB,2007,1,1,41.69933613,-83.25471981,5103.281805
112,WB,2007,1,2,41.70701187,-83.24841733,9426.647537
113,WB,2007,1,3,41.71463961,-83.24203642,19389.10955
114,WB,2007,1,4,41.72233308,-83.23580783,30974.03046
115,WB,2007,1,5,41.72986242,-83.22930825,22196.12691
116,WB,2007,1,6,41.73733789,-83.2228386,47698.70081
117,WB,2007,1,7,41.74506733,-83.216691,16294.27614
118,WB,2007,1,8,41.75275178,-83.21047651,39781.53688
119,WB,2007,1,9,41.76039046,-83.20429954,17619.13603
120,WB,2007,1,10,41.76796804,-83.19813353,24478.7039
121,WB,2007,1,11,41.77568241,-83.19189389,27627.12403
122,WB,2007,1,12,41.78325833,-83.185515,17916.4525
123,WB,2007,1,13,41.790901,-83.1792342,5997.33235
124,WB,2007,1,14,41.79853167,-83.172905,6150.337718
125,WB,2007,1,15,41.80619367,-83.16668263,7350.237154
126,WB,2007,1,16,41.81376425,-83.1602755,10341.98207
127,WB,2007,1,17,41.82142017,-83.15392874,8789.572174
128,WB,2007,1,18,41.82914,-83.14780708,13322.3449
129,WB,2007,1,19,41.83683635,-83.14161242,30627.96689
130,WB,2007,1,20,41.84463674,-83.13553632,24042.76009
131,WB,2007,1,21,41.85224563,-83.12931844,19453.66084
132,WB,2007,1,22,41.85992096,-83.12304426,57707.13213
133,WB,2007,1,23,41.867545,-83.11678444,29360.85502
134,WB,2007,1,24,41.87152166,-83.11340787,11126.67654
135,WB,2007,2,1,41.573649,-82.891169,19625.77411
136,WB,2007,2,2,41.58095111,-82.891355,17364.94013
137,WB,2007,2,3,41.58988167,-82.89185275,18534.56379
138,WB,2007,2,4,41.59890685,-82.8923163,18139.37093
139,WB,2007,2,5,41.60784278,-82.89288259,20925.52989
140,WB,2007,2,6,41.61683667,-82.89346167,46239.07304
141,WB,2007,2,7,41.62590556,-82.89367333,58100.64917
142,WB,2007,2,8,41.63478449,-82.89404667,63243.90587
143,WB,2007,2,9,41.643771,-82.89454459,64503.86048
144,WB,2007,2,10,41.65276779,-82.89495042,68527.73618
145,WB,2007,2,11,41.66171333,-82.89527,106642.9342
146,WB,2007,2,12,41.6707325,-82.89582083,124063.4812
147,WB,2007,2,13,41.67969834,-82.89627333,179023.6005
148,WB,2007,2,14,41.68864083,-82.89655958,91933.52031
149,WB,2007,2,15,41.69762033,-82.89705667,62759.62642
150,WB,2007,2,16,41.70656796,-82.89753028,63973.55428
151,WB,2007,2,17,41.71553044,-82.89800246,60808.27409
152,WB,2007,2,18,41.72451333,-82.89838,85012.79285
153,WB,2007,2,19,41.73349122,-82.89884983,117984.2315
154,WB,2007,2,20,41.74250486,-82.89934833,133868.2141
155,WB,2007,2,21,41.75148974,-82.89967941,136370.0724
156,WB,2007,2,22,41.76044067,-82.90009277,111237.7914
157,WB,2007,2,23,41.76941928,-82.90058722,75643.16724
158,WB,2007,2,24,41.77836954,-82.90104912,40396.54597
159,WB,2007,3,1,41.42816833,-82.5883715,1335.878224
160,WB,2007,3,2,41.43726933,-82.58735514,1107
161,WB,2007,3,3,41.44615574,-82.58632306,3148.350497
162,WB,2007,3,4,41.4551575,-82.58538579,3859.544498
163,WB,2007,3,5,41.46412017,-82.58444058,8720.490998
164,WB,2007,3,6,41.47306383,-82.58322808,4974.960485
165,WB,2007,3,7,41.48197614,-82.58225108,5113.413338
166,WB,2007,3,8,41.49092186,-82.58120539,44980.00649
167,WB,2007,3,9,41.49990457,-82.58000375,43795.17599
168,WB,2007,3,10,41.50874792,-82.57886033,34901.12988
169,WB,2007,3,11,41.51766828,-82.57796917,16021.60236
170,WB,2007,3,12,41.52664556,-82.57708537,5618.305088
171,WB,2007,3,13,41.53555542,-82.57591983,5081.698121
172,WB,2007,3,14,41.54447959,-82.57469983,3972.497802
173,WB,2007,3,15,41.55344701,-82.57409607,3556.792447
174,WB,2007,3,16,41.56237667,-82.57315233,3503.828976
175,WB,2007,3,17,41.57126431,-82.57175315,3963.813255
176,WB,2007,3,18,41.58020533,-82.5705415,2368.521968
177,WB,2007,3,19,41.58921234,-82.56977317,3961.186081
178,WB,2007,3,20,41.59803708,-82.568963,3088.828468
179,WB,2007,3,21,41.60693648,-82.56764762,3994.737267
180,WB,2007,3,22,41.61580317,-82.56635767,3077.700513
181,WB,2007,3,23,41.62474192,-82.56540192,4017.325663
182,WB,2007,3,24,41.63370402,-82.56471723,5530.095546
183,WB,2007,3,25,41.64250782,-82.56350008,6033.967258
184,WB,2007,3,26,41.65143725,-82.56244804,17325.7657
185,WB,2007,3,27,41.66044,-82.56182167,25585.22627
186,WB,2007,3,28,41.66933042,-82.56083125,20492.79108
187,WB,2007,3,29,41.67406324,-82.56072377,12246.72185
188,WB,2008,1,1,41.86713935,-83.11644098,1190.506191
189,WB,2008,1,2,41.87051323,-83.11353948,1265.768148
190,WB,2008,1,3,41.881155,-83.10396667,941.3772696
191,WB,2008,1,4,41.88340124,-83.10216083,929.3227391
192,WB,2008,1,5,41.89565906,-83.09287752,2170.942957
193,WB,2008,1,6,41.90223278,-83.08813732,8393.660722
194,WB,2008,1,7,41.90995654,-83.0820682,11818.21233
195,WB,2008,1,8,41.91745825,-83.07546712,7796.79467
196,WB,2008,1,9,41.92535059,-83.06963335,2118.62033
197,WB,2008,1,10,41.93305223,-83.06337917,834.3525826
198,WB,2008,1,11,41.94065744,-83.05708741,499.6208261
199,WB,2008,1,12,41.94832041,-83.05068356,331.2476435
200,WB,2008,1,13,41.95603435,-83.04444642,833.1523826
201,WB,2008,1,14,41.96378241,-83.03840831,1554.797652
202,WB,2008,1,15,41.9711708,-83.03168203,2298.096843
203,WB,2008,1,16,41.97854832,-83.02475043,1157.544409
204,WB,2008,1,17,41.98600971,-83.01804836,474.4082174
205,WB,2008,1,18,41.99381151,-83.01199128,236.0472087
206,WB,2008,2,1,41.57287512,-82.89111572,25546.39392
207,WB,2008,2,2,41.58036141,-82.89164067,28511.84903
208,WB,2008,2,3,41.58931801,-82.89230762,19966.09375
209,WB,2008,2,4,41.59829529,-82.893195,25623.40749
210,WB,2008,2,5,41.60729828,-82.89328951,12916.12406
211,WB,2008,2,6,41.61628721,-82.89348494,24058.67798
212,WB,2008,2,7,41.62526833,-82.89362333,20815.47971
213,WB,2008,2,8,41.63402833,-82.89383167,16856.79382
214,WB,2008,2,9,41.64331498,-82.89388167,11943.83448
215,WB,2008,2,10,41.65226299,-82.89386129,14216.40762
216,WB,2008,2,11,41.66126727,-82.89342333,11586.76453
217,WB,2008,2,12,41.67024659,-82.89343167,17452.65119
218,WB,2008,2,13,41.67922618,-82.89339534,8891.069051
219,WB,2008,2,14,41.68598358,-82.89293483,6265.068151
220,WB,2008,2,15,41.79605339,-82.90051769,21849.62601
221,WB,2008,2,16,41.80496179,-82.9010003,13136.04075
222,WB,2008,2,17,41.81390455,-82.90161722,7541.826886
223,WB,2008,2,18,41.82285833,-82.90194333,7777.581679
224,WB,2008,2,19,41.831845,-82.90261333,10215.55798
225,WB,2008,2,20,41.84084324,-82.90291053,3343.276715
226,WB,2008,2,21,41.84983959,-82.90343725,2608.237543
227,WB,2008,2,22,41.85874768,-82.90293841,2344.156058
228,WB,2008,2,23,41.8676829,-82.90318901,1738.584428
229,WB,2008,2,24,41.87655581,-82.90272423,1808.339854
230,WB,2008,2,25,41.88517906,-82.90265242,2869.844574
231,WB,2008,2,26,41.89393864,-82.90326212,4976.048418
232,WB,2008,2,27,41.90278567,-82.90395398,8660.924355
233,WB,2008,2,28,41.91166869,-82.90472846,2419.366083
234,WB,2008,2,29,41.92061401,-82.90539482,1679.052847
235,WB,2008,2,30,41.92958167,-82.90573476,1336.384866
236,WB,2008,2,31,41.93846515,-82.90592891,1684.700195
237,WB,2008,2,32,41.94735171,-82.9059578,1203.757421
238,WB,2008,2,33,41.95623265,-82.90661189,961.8759854
239,WB,2008,2,34,41.96493024,-82.90675621,545.7748905
240,WB,2008,3,1,41.42504296,-82.58864716,311.2195486
241,WB,2008,3,2,41.43258149,-82.587945,290.8486458
242,WB,2008,3,3,41.44153035,-82.58707691,694.173316
243,WB,2008,3,4,41.45050667,-82.586145,1135.838177
244,WB,2008,3,5,41.45945257,-82.58537079,1387.441806
245,WB,2008,3,6,41.46832813,-82.58427761,4309.679722
246,WB,2008,3,7,41.47729793,-82.58352333,12466.16184
247,WB,2008,3,8,41.48626841,-82.58260366,16647.52161
248,WB,2008,3,9,41.49533827,-82.58180479,10563.74679
249,WB,2008,3,10,41.50421072,-82.58097642,3801.95441
250,WB,2008,3,11,41.51317924,-82.58008053,1574.917656
251,WB,2008,3,12,41.52214837,-82.57934679,1312.719549
252,WB,2008,3,13,41.531115,-82.57832167,1116.537552
253,WB,2008,3,14,41.54007718,-82.57756667,1414.836875
254,WB,2008,3,15,41.54902753,-82.57657547,1212.150104
255,WB,2008,3,16,41.55798,-82.575545,1631.724844
256,WB,2008,3,17,41.56696679,-82.57463141,2298.878455
257,WB,2008,3,18,41.5759365,-82.57361833,3402.02684
258,WB,2008,3,19,41.58491403,-82.57269533,11677.91802
259,WB,2008,3,20,41.59386681,-82.57192556,6886.434392
260,WB,2008,3,21,41.60284051,-82.57099385,3495.872674
261,WB,2008,3,22,41.61178833,-82.57004,4170.273038
262,WB,2008,3,23,41.62077448,-82.56916577,4653.927587
263,WB,2008,3,24,41.62972551,-82.568507,2377.785313
264,WB,2008,3,25,41.63870936,-82.56775744,1709.082726
265,WB,2008,3,26,41.64768773,-82.56689778,2787.033194
266,WB,2008,3,27,41.65660833,-82.56595817,2640.602847
267,WB,2008,3,28,41.66560518,-82.56504497,2703.943316
268,WB,2008,3,29,41.67457483,-82.56399333,2546.277257
269,WB,2008,3,30,41.68347903,-82.56312013,2522.418073
270,WB,2008,3,31,41.69241176,-82.56226433,1723.658611
271,WB,2008,3,32,41.70137752,-82.56137809,976.7082986
272,WB,2008,3,33,41.71027968,-82.56047644,890.7673958
273,WB,2008,3,34,41.71919811,-82.55957661,639.0784028
274,WB,2008,3,35,41.72822757,-82.5587096,680.4678993
275,WB,2008,3,36,41.73716908,-82.55777879,1276.106163
276,WB,2008,3,37,41.74600191,-82.55688826,2063.404184
277,WB,2008,3,38,41.755055,-82.55602,14163.70342
278,WB,2008,3,39,41.76396918,-82.55508434,19552.28061
279,WB,2008,3,40,41.77290931,-82.5542939,3201.412656
280,WB,2008,3,41,41.78188916,-82.55334708,2274.058281
281,WB,2008,3,42,41.79085481,-82.55246011,1361.933715
282,WB,2008,3,43,41.79976081,-82.55139744,1150.647448
283,WB,2008,3,44,41.80873333,-82.55071667,1208.280747
284,WB,2008,3,45,41.81759329,-82.54968586,1341.754167
285,WB,2008,3,46,41.82656302,-82.54885114,1534.018785
286,WB,2008,3,47,41.83558546,-82.54812644,3597.973663
287,WB,2008,3,48,41.8444208,-82.54722952,1009.406979
288,WB,2008,3,49,41.85347165,-82.54622262,1476.602951
289,WB,2008,3,50,41.86170178,-82.54487981,1114.696892
290,WB,2008,3,51,41.87103833,-82.54389167,1534.216667
291,WB,2008,3,52,41.88000043,-82.54366027,1191.156753
292,WB,2008,3,53,41.88897455,-82.54286301,921.0013715
293,WB,2008,3,54,41.8979094,-82.54233183,616.263125
294,WB,2008,3,55,41.90692437,-82.54149236,532.9697049
295,WB,2008,3,56,41.91582817,-82.54036483,540.7361979
296,WB,2008,3,57,41.92484433,-82.53920248,531.295625
297,WB,2009,3,1,41.42683811,-82.58897414,406.6808221
298,WB,2009,3,2,41.43579787,-82.58793867,884.6579054
299,WB,2009,3,3,41.44459,-82.58652483,1031.430946
300,WB,2009,3,4,41.4536,-82.58565167,1013.703998
301,WB,2009,3,5,41.46255374,-82.58467133,1787.489459
302,WB,2009,3,6,41.47152111,-82.58370833,2168.950428
303,WB,2009,3,7,41.48043217,-82.58261326,2351.664043
304,WB,2009,3,8,41.48936402,-82.58160421,2975.163108
305,WB,2009,3,9,41.49833483,-82.58068667,3234.424899
306,WB,2009,3,10,41.50722423,-82.57962996,3788.187613
307,WB,2009,3,11,41.51621167,-82.57868383,2766.498074
308,WB,2009,3,12,41.52512062,-82.5776,2286.629707
309,WB,2009,3,13,41.53405502,-82.57660906,1919.245259
310,WB,2009,3,14,41.54299727,-82.57553942,2448.407973
311,WB,2009,3,15,41.55197519,-82.57460383,3241.076059
312,WB,2009,3,16,41.56080933,-82.57343117,4113.906622
313,WB,2009,3,17,41.56963167,-82.57252,4097.100642
314,WB,2009,3,18,41.57852248,-82.57153199,4380.673559
315,WB,2009,3,19,41.58749459,-82.57053167,6057.268401
316,WB,2009,3,20,41.59644873,-82.56951363,5707.317635
317,WB,2009,3,21,41.60539617,-82.56845433,4267.435113
318,WB,2009,3,22,41.61433333,-82.56734658,3648.096126
319,WB,2009,3,23,41.62328333,-82.56644359,3617.583176
320,WB,2009,3,24,41.63219393,-82.56550967,4165.239538
321,WB,2009,3,25,41.64115281,-82.56409417,4274.79464
322,WB,2009,3,26,41.65008183,-82.56321883,4421.648784
323,WB,2009,3,27,41.6590736,-82.562342,3159.903255
324,WB,2009,3,28,41.66807622,-82.56128767,3634.720732
325,WB,2009,3,29,41.6730159,-82.560965,5100.154561
326,WB,2011,1,1,41.69321864,-83.25881971,752.5922205
327,WB,2011,1,2,41.69705284,-83.25507698,1539.252441
328,WB,2011,1,3,41.70465596,-83.24881212,2871.791764
329,WB,2011,1,4,41.71257689,-83.24314778,1745.996149
330,WB,2011,1,5,41.72052801,-83.23759516,1239.467
331,WB,2011,1,6,41.72846583,-83.2319002,1869.183565
332,WB,2011,1,7,41.73618195,-83.22591994,1133.210511
333,WB,2011,1,8,41.74379887,-83.21942525,1791.007741
334,WB,2011,1,9,41.751435,-83.21311333,2730.669931
335,WB,2011,1,10,41.75933704,-83.20741379,2229.354643
336,WB,2011,1,11,41.76730679,-83.20183087,463.3648941
337,WB,2011,1,12,41.77530983,-83.19629333,403.7046638
338,WB,2011,1,13,41.78303952,-83.19016863,371.1735814
339,WB,2011,1,14,41.79085293,-83.1842144,868.5480319
340,WB,2011,1,15,41.7985228,-83.17792703,1145.29501
341,WB,2011,1,16,41.80622938,-83.17162716,513.5700279
342,WB,2011,1,17,41.81376483,-83.165045,784.8956903
343,WB,2011,1,18,41.821168,-83.15854133,2238.077316
344,WB,2011,1,19,41.82851027,-83.15143284,8609.63719
345,WB,2011,1,20,41.83604307,-83.14489054,6380.185368
346,WB,2011,1,21,41.8434415,-83.13821333,2713.378403
347,WB,2011,1,22,41.85102263,-83.13160048,1168.543554
348,WB,2011,1,23,41.85875892,-83.12537784,584.3246647
349,WB,2011,1,24,41.86644203,-83.11917202,553.1941547
350,WB,2011,1,25,41.87371998,-83.11207886,313.8101418
351,WB,2011,1,26,41.88113902,-83.10540566,445.9730794
352,WB,2011,1,27,41.88878409,-83.09896468,632.3551789
353,WB,2011,1,28,41.89618252,-83.09207813,709.3756202
354,WB,2011,1,29,41.90371817,-83.08555667,405.3066698
355,WB,2011,1,30,41.91127971,-83.07893896,413.2442162
356,WB,2011,1,31,41.91843404,-83.07189567,1128.10484
357,WB,2011,1,32,41.92607427,-83.06577329,1318.279518
358,WB,2011,1,33,41.93359399,-83.05946466,1411.445098
359,WB,2011,1,34,41.9412142,-83.05335137,1446.090662
360,WB,2011,1,35,41.94918906,-83.04787419,1322.2116
361,WB,2011,1,36,41.95664,-83.04130483,1196.838228
362,WB,2011,1,37,41.96433972,-83.03518027,703.0592551
363,WB,2011,1,38,41.97196667,-83.02875317,929.1715392
364,WB,2011,1,39,41.97942581,-83.02253399,3169.085195
365,WB,2011,2,1,41.57019787,-82.89099233,15.66035336
366,WB,2011,2,2,41.57491259,-82.8911587,414.4667864
367,WB,2011,2,3,41.58390003,-82.89153375,339.5790524
368,WB,2011,2,4,41.59288445,-82.89209865,269.2883896
369,WB,2011,2,5,41.60186956,-82.8923302,262.6689345
370,WB,2011,2,6,41.61079834,-82.89269817,291.9682427
371,WB,2011,2,7,41.61979362,-82.89316333,172.2618818
372,WB,2011,2,8,41.62874147,-82.89338167,146.0982363
373,WB,2011,2,9,41.63773842,-82.89393092,628.9148156
374,WB,2011,2,10,41.6466565,-82.89439706,275.9215523
375,WB,2011,2,11,41.655605,-82.894735,356.8160932
376,WB,2011,2,12,41.66459957,-82.89516592,452.2133245
377,WB,2011,2,13,41.67364917,-82.89546267,214.213248
378,WB,2011,2,14,41.68257746,-82.89583042,294.0639931
379,WB,2011,2,15,41.69155767,-82.896212,362.4319188
380,WB,2011,2,16,41.70061825,-82.89656398,452.1550484
381,WB,2011,2,17,41.70958835,-82.89688939,654.4672649
382,WB,2011,2,18,41.71855108,-82.8971325,423.6106907
383,WB,2011,2,19,41.72755619,-82.89754476,567.0484502
384,WB,2011,2,20,41.73653383,-82.89758167,764.5554979
385,WB,2011,2,21,41.74547375,-82.89824642,1328.345827
386,WB,2011,2,22,41.754424,-82.89867635,1812.631784
387,WB,2011,2,23,41.76339729,-82.89909961,2535.102239
388,WB,2011,2,24,41.77242195,-82.89951612,2298.48794
389,WB,2011,2,25,41.781363,-82.90015,1934.985692
390,WB,2011,2,26,41.79033183,-82.900574,1484.759269
391,WB,2011,2,27,41.79929917,-82.90095667,1312.596066
392,WB,2011,2,28,41.80828772,-82.90119588,1861.533357
393,WB,2011,2,29,41.81724384,-82.90158775,2804.982257
394,WB,2011,2,30,41.82617333,-82.90172333,4963.586059
395,WB,2011,2,31,41.83517133,-82.90246767,5363.841288
396,WB,2011,2,32,41.84406367,-82.90278767,4535.223537
397,WB,2011,2,33,41.85313433,-82.90334667,4690.299153
398,WB,2011,2,34,41.86213333,-82.90360583,6359.919156
399,WB,2011,2,35,41.87106208,-82.90425861,3610.05121
400,WB,2011,2,36,41.88003442,-82.90464826,1990.520831
401,WB,2011,2,37,41.88902358,-82.90489725,1529.178497
402,WB,2011,2,38,41.89797,-82.90520267,1180.257543
403,WB,2011,2,39,41.90701725,-82.90557283,1275.488554
404,WB,2011,2,40,41.91567815,-82.90579741,956.8551424
405,WB,2011,2,41,41.92467333,-82.90595,861.7503115
406,WB,2011,2,42,41.93369167,-82.90641167,818.9931458
407,WB,2011,2,43,41.94270333,-82.90700492,404.45006
408,WB,2011,2,44,41.95163833,-82.90728333,472.5199847
409,WB,2011,2,45,41.96078051,-82.90780322,332.9369299
410,WB,2011,3,1,41.42952467,-82.59145617,379.7973323
411,WB,2011,3,2,41.438535,-82.59071,488.695435
412,WB,2011,3,3,41.44735208,-82.58957164,181.4301978
413,WB,2011,3,4,41.45622549,-82.58912627,185.349577
414,WB,2011,3,5,41.46523765,-82.589914,108.194163
415,WB,2011,3,6,41.47414619,-82.58959367,115.0027573
416,WB,2011,3,7,41.48243667,-82.58600667,77.17681947
417,WB,2011,3,8,41.49139,-82.584163,59.93459125
418,WB,2011,3,9,41.49992375,-82.58116542,36.12230849
419,WB,2011,3,10,41.50872533,-82.57930075,86.09940981
420,WB,2011,3,11,41.51762088,-82.57795867,88.7059797
421,WB,2011,3,12,41.52642319,-82.57637933,37.62762199
422,WB,2011,3,13,41.53543867,-82.57563742,134.9289888
423,WB,2011,3,14,41.54431118,-82.574513,84.92292381
424,WB,2011,3,15,41.55332783,-82.57400025,40.7296269
425,WB,2011,3,16,41.56225948,-82.57301812,49.96467433
426,WB,2011,3,17,41.57121333,-82.57242833,85.4705215
427,WB,2011,3,18,41.5801865,-82.571192,54.25742353
428,WB,2011,3,19,41.58917973,-82.57076567,86.27578175
429,WB,2011,3,20,41.59738385,-82.57041365,123.8380155
430,WB,2011,3,21,41.60585567,-82.56668533,80.19729041
431,WB,2011,3,22,41.61496267,-82.56630633,79.23348436
432,WB,2011,3,23,41.62387292,-82.56515208,61.73891735
433,WB,2011,3,24,41.63258746,-82.56425083,87.32744272
434,WB,2011,3,25,41.64140185,-82.56583778,121.0436619
435,WB,2011,3,26,41.65029143,-82.56517032,161.6847369
436,WB,2013,2,1,41.57498658,-82.8913355,38128.24859
437,WB,2013,2,2,41.58349451,-82.89169814,40819.34019
438,WB,2013,2,3,41.59246635,-82.89184067,51578.51902
439,WB,2013,2,4,41.60146548,-82.89212333,42439.83845
440,WB,2013,2,5,41.61045458,-82.89242333,44203.05728
441,WB,2013,2,6,41.61938067,-82.89274933,27792.02834
442,WB,2013,2,7,41.62839031,-82.89322073,25902.49321
443,WB,2013,2,8,41.6374113,-82.89360037,27361.60764
444,WB,2013,2,9,41.646388,-82.89392283,20305.27198
445,WB,2013,2,10,41.65536,-82.89429,14009.37744
446,WB,2013,2,11,41.66435708,-82.89464917,13693.35051
447,WB,2013,2,12,41.67333083,-82.8951775,10400.33058
448,WB,2013,2,13,41.682287,-82.89579233,11540.49927
449,WB,2013,2,14,41.69128833,-82.896325,13156.3854
450,WB,2013,2,15,41.700275,-82.89644333,21472.64812
451,WB,2013,2,16,41.70925533,-82.89685817,31219.85318
452,WB,2013,2,17,41.71823,-82.89721667,32379.63615
